State,District,Date,final_risk_score,final_risk_category,Population,affected_population,total_health_facilities,total_schools,population_impact_score,priority_score,response_priority,priority_rank
GUJARAT,SURENDRANAGAR,2026-08-27,10.71,LOW,1756268.0,188096,284,5,7.141853671279417,9.28,LOW,2698
KERALA,TRISHUR,2026-08-30,9.36,LOW,2579189.0,241412,432,212,9.166219262987552,9.28,LOW,2698
CHHATTISGARH,BIJAPUR,2026-08-20,14.53,LOW,255230.0,37085,262,2,1.408087590376176,9.28,LOW,2698
GUJARAT,SURENDRANAGAR,2026-09-11,10.71,LOW,1756268.0,188096,284,5,7.141853671279417,9.28,LOW,2698
GUJARAT,SURENDRANAGAR,2026-08-23,10.71,LOW,1756268.0,188096,284,5,7.141853671279417,9.28,LOW,2698
GUJARAT,SURENDRANAGAR,2026-08-30,10.71,LOW,1756268.0,188096,284,5,7.141853671279417,9.28,LOW,2698
WEST BENGAL,HUGLI,2026-09-07,6.45,LOW,5519145.0,355985,655,22,13.51646382257147,9.28,LOW,2698
GUJARAT,SURENDRANAGAR,2026-09-08,10.71,LOW,1756268.0,188096,284,5,7.141853671279417,9.28,LOW,2698
GUJARAT,SURENDRANAGAR,2026-09-02,10.71,LOW,1756268.0,188096,284,5,7.141853671279417,9.28,LOW,2698
ARUNACHAL PRADESH,CHANGLANG,2026-09-01,14.89,LOW,148226.0,22071,262,4,0.8380180991557928,9.27,LOW,2699
TELANGANA,RAJANNA SIRCILLA,2026-08-30,10.9,LOW,1648902.0,179730,680,4,6.824203387307809,9.27,LOW,2699
KARNATAKA,UTTAR KANNADA,2026-08-20,10.82,LOW,1681378.0,181925,300,21,6.907545769965911,9.26,LOW,2700
BIHAR,PURNIA,2026-08-22,8.45,LOW,3264619.0,275860,191,1,10.474182086589508,9.26,LOW,2700
MAHARASHTRA,NASIK,2026-09-06,9.91,LOW,2204307.0,218447,716,12,8.294256703651195,9.26,LOW,2700
MEGHALAYA,NORTH GARO HILLS,2026-08-28,14.06,LOW,383461.0,53915,262,2,2.047109139413012,9.25,LOW,2701
UTTAR PRADESH,FARRUKHABAD,2026-08-28,10.44,LOW,1885204.0,196815,262,4,7.472907081027021,9.25,LOW,2701
MADHYA PRADESH,SHAJAPUR,2026-08-28,11.15,LOW,1512681.0,168664,219,1,6.404036277287512,9.25,LOW,2701
UTTAR PRADESH,BASTI,2026-08-20,9.49,LOW,2464464.0,233878,262,2,8.880159349116875,9.25,LOW,2701
UTTAR PRADESH,BASTI,2026-09-06,9.49,LOW,2464464.0,233878,262,2,8.880159349116875,9.25,LOW,2701
UTTAR PRADESH,BASTI,2026-08-19,9.49,LOW,2464464.0,233878,262,2,8.880159349116875,9.25,LOW,2701
UTTAR PRADESH,BASTI,2026-09-03,9.49,LOW,2464464.0,233878,262,2,8.880159349116875,9.25,LOW,2701
MADHYA PRADESH,NARMADAPURAM,2026-09-11,11.42,LOW,1382506.0,157882,220,2,5.994652418599742,9.25,LOW,2701
UTTAR PRADESH,BASTI,2026-08-27,9.49,LOW,2464464.0,233878,262,2,8.880159349116875,9.25,LOW,2701
ANDHRA PRADESH,SRI SATHYASAI DISTRICT,2026-08-26,7.6,LOW,4053463.0,308063,640,40,11.69690406779172,9.24,LOW,2702
CHHATTISGARH,KOREA,2026-09-11,11.34,LOW,1413199.0,160257,262,2,6.084829256327756,9.24,LOW,2702
BIHAR,ARWAL,2026-09-05,13.08,LOW,700843.0,91670,98,1,3.480636090327196,9.24,LOW,2702
ARUNACHAL PRADESH,TAWANG,2026-09-08,15.21,LOW,49977.0,7602,262,4,0.2886418191193121,9.24,LOW,2702
SIKKIM,SORENG,2026-09-06,10.86,LOW,1648902.0,179071,262,4,6.799181687912963,9.24,LOW,2702
KERALA,KANNUR,2026-09-10,9.39,LOW,2523003.0,236910,371,615,8.99528194785007,9.23,LOW,2703
PUNJAB,GURDASPUR,2026-08-29,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-09-09,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
TELANGANA,MAHABUBABAD,2026-09-07,10.84,LOW,1648902.0,178741,680,4,6.786651853618123,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-09-01,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-08-27,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-08-28,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-09-08,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-08-30,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-09-11,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-09-10,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-08-26,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
PUNJAB,GURDASPUR,2026-08-31,9.71,LOW,2298323.0,223167,205,2,8.473471303262237,9.22,LOW,2704
WEST BENGAL,NORTH 24 PRAGANA,2026-09-07,7.75,LOW,3872846.0,300146,522,9,11.39630195230006,9.21,LOW,2705
MAHARASHTRA,WARDHA,2026-08-25,11.55,LOW,1300774.0,150239,173,13,5.704453862492283,9.21,LOW,2705
WEST BENGAL,ALIPURDUAR,2026-08-28,7.75,LOW,3872846.0,300146,522,9,11.39630195230006,9.21,LOW,2705
KERALA,THIRUVANANTHPURAM,2026-08-23,9.29,LOW,2579189.0,239607,352,212,9.097684866314262,9.21,LOW,2705
ASSAM,SIBSAGAR,2026-08-19,12.22,LOW,1008183.0,123200,225,4,4.6778048034069,9.2,LOW,2706
MADHYA PRADESH,DINDORI,2026-08-24,13.01,LOW,704524.0,91659,218,2,3.4802184291840343,9.2,LOW,2706
KARNATAKA,RAICHUR,2026-08-31,10.3,LOW,1928812.0,198668,235,35,7.543263999052289,9.2,LOW,2706
MEGHALAYA,RI BHOI,2026-08-26,13.98,LOW,383461.0,53608,262,2,2.035452596599327,9.2,LOW,2706
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,2026-08-25,10.82,LOW,1648902.0,178411,37,4,6.774122019323283,9.2,LOW,2706
GOA,NORTH GOA,2026-09-01,12.69,LOW,818008.0,103805,139,37,3.9413922696238086,9.19,LOW,2707
BIHAR,MUNGER,2026-09-07,11.38,LOW,1367765.0,155652,160,2,5.90998111412249,9.19,LOW,2707
MIZORAM,KOLASIB,2026-09-04,15.0,LOW,83955.0,12593,262,2,0.4781460705300575,9.19,LOW,2707
UTTAR PRADESH,KANPUR,2026-08-21,9.29,LOW,2559297.0,237759,262,4,9.027517794263158,9.19,LOW,2707
UTTAR PRADESH,SIDDHARTHNAGAR,2026-09-08,9.29,LOW,2559297.0,237759,262,4,9.027517794263158,9.19,LOW,2707
HIMACHAL PRADESH,MANDI,2026-09-10,12.22,LOW,999777.0,122173,262,22,4.638810440313565,9.19,LOW,2707
KERALA,IDUKKI,2026-09-03,11.95,LOW,1108974.0,132522,185,149,5.031753637638711,9.18,LOW,2708
UTTAR PRADESH,GHAZIABAD,2026-08-23,7.0,LOW,4681645.0,327715,262,5,12.443074684646852,9.18,LOW,2708
ASSAM,KARBI ANALOG,2026-08-29,12.19,LOW,1008183.0,122898,54,4,4.66633810656738,9.18,LOW,2708
TAMIL NADU,TIRUVANNAMALAI,2026-09-06,9.42,LOW,2464875.0,232191,262,21,8.81610531743386,9.18,LOW,2708
ANDHRA PRADESH,GUNTUR,2026-09-08,6.84,LOW,4887813.0,334326,648,125,12.694089031686811,9.18,LOW,2708
JHARKHAND,KHUNTI,2026-08-25,13.48,LOW,531885.0,71698,144,3,2.722315331125551,9.18,LOW,2708
UTTARAKHAND,UTTARKASHI,2026-08-22,14.12,LOW,330086.0,46608,37,2,1.7696682327693896,9.18,LOW,2708
CHHATTISGARH,RAIPUR,2026-08-19,7.53,LOW,4063872.0,306010,262,32,11.61895331079988,9.17,LOW,2709
WEST BENGAL,ALIPURDUAR,2026-09-09,7.72,LOW,3872846.0,298984,522,9,11.35218174790429,9.17,LOW,2709
KARNATAKA,RAICHUR,2026-08-25,10.27,LOW,1928812.0,198089,235,35,7.52127983524407,9.17,LOW,2709
MANIPUR,CHURACHANDPUR,2026-09-02,14.27,LOW,274143.0,39120,262,6,1.485354901861022,9.16,LOW,2710
MAHARASHTRA,YAVATMAL,2026-08-22,8.97,LOW,2772348.0,248680,513,14,9.442179371032694,9.16,LOW,2710
MANIPUR,SENAPATI,2026-08-29,13.62,LOW,479148.0,65260,262,6,2.4778696547916743,9.16,LOW,2710
MAHARASHTRA,BULDHANA,2026-08-23,9.8,LOW,2204307.0,216022,389,12,8.202181406181538,9.16,LOW,2710
JAMMU AND KASHMIR,KATHUA,2026-08-30,13.21,LOW,616435.0,81431,262,4,3.091869504433663,9.16,LOW,2710
MANIPUR,UKHRUL,2026-08-31,14.59,LOW,183998.0,26845,262,6,1.0192830352878104,9.16,LOW,2710
MANIPUR,BISHNUPUR,2026-09-02,14.4,LOW,237399.0,34185,262,6,1.297976925360916,9.16,LOW,2710
TELANGANA,NARAYANPET,2026-09-04,10.76,LOW,1648902.0,177422,680,4,6.736570485633596,9.15,LOW,2711
UTTAR PRADESH,GHAZIABAD,2026-08-28,6.98,LOW,4681645.0,326779,262,5,12.407535518283307,9.15,LOW,2711
BIHAR,KISHANGANJ,2026-08-24,10.68,LOW,1690400.0,180535,143,8,6.854768589148252,9.15,LOW,2711
HARYANA,KARNAL,2026-09-04,11.04,LOW,1505324.0,166188,100,4,6.31002455088138,9.15,LOW,2711
UTTAR PRADESH,KANPUR,2026-09-08,9.24,LOW,2559297.0,236479,262,4,8.978917224877113,9.14,LOW,2712
BIHAR,SHEOHAR,2026-09-07,13.07,LOW,656246.0,85771,232,2,3.2566558100082243,9.14,LOW,2712
BIHAR,AURANGABAD,2026-09-08,9.27,LOW,2540073.0,235465,307,2,8.940416461316604,9.14,LOW,2712
UTTAR PRADESH,KUSHINAGAR,2026-08-28,8.01,LOW,3564544.0,285520,262,4,10.840964508674825,9.14,LOW,2712
MAHARASHTRA,JALGAON,2026-09-02,7.36,LOW,4229917.0,311322,513,9,11.82064567375197,9.14,LOW,2712
TAMIL NADU,SIVAGANGA,2026-09-11,11.36,LOW,1339101.0,152122,262,4,5.775949856362536,9.13,LOW,2713
ODISHA,GANJAM,2026-08-24,10.74,LOW,1648902.0,177092,262,5,6.724040651338756,9.13,LOW,2713
MADHYA PRADESH,HARDA,2026-09-05,13.29,LOW,570465.0,75815,88,2,2.8786345062523875,9.13,LOW,2713
MAHARASHTRA,GADCHIROLI,2026-08-19,11.97,LOW,1072942.0,128431,431,12,4.876421661577529,9.13,LOW,2713
HIMACHAL PRADESH,KULLU,2026-09-08,13.68,LOW,437903.0,59905,262,60,2.274544616461772,9.12,LOW,2714
ANDHRA PRADESH,ELURU,2026-09-05,7.5,LOW,4053463.0,304010,640,40,11.543014921134183,9.12,LOW,2714
CHHATTISGARH,SURAJPUR,2026-08-29,11.2,LOW,1413199.0,158278,262,2,6.009688219753549,9.12,LOW,2714
MAHARASHTRA,BHANDARA,2026-08-23,11.66,LOW,1200334.0,139959,220,8,5.314130539610603,9.12,LOW,2714
CHHATTISGARH,BASTAR,2026-09-07,11.19,LOW,1413199.0,158137,262,1,6.004334563282118,9.12,LOW,2714
UTTAR PRADESH,CHITRAKOOT,2026-09-11,12.13,LOW,991730.0,120297,262,4,4.567580230807142,9.11,LOW,2715
ASSAM,MORIGAON,2026-08-19,12.22,LOW,957423.0,116997,116,4,4.442281887858743,9.11,LOW,2715
BIHAR,DRABHANGA,2026-08-27,9.09,LOW,2645209.5,240450,232,2,9.129692897558352,9.11,LOW,2715
UTTARAKHAND,CHAMOLI,2026-08-25,13.81,LOW,391605.0,54081,58,1,2.0534120257552644,9.11,LOW,2715
ODISHA,JHARSUGUDA,2026-09-10,10.71,LOW,1648902.0,176597,262,4,6.7052458998964966,9.11,LOW,2715
MAHARASHTRA,CHANDRAPUR,2026-08-31,9.74,LOW,2204307.0,214700,319,37,8.151986130612512,9.1,LOW,2716
JHARKHAND,DUMKA,2026-08-26,11.37,LOW,1321442.0,150248,302,4,5.704795585245778,9.1,LOW,2716
UTTAR PRADESH,KANNAUJ,2026-08-28,10.68,LOW,1656616.0,176927,262,3,6.717775734191337,9.1,LOW,2716
ARUNACHAL PRADESH,TAWANG,2026-08-26,14.96,LOW,49977.0,7477,262,4,0.2838956697652061,9.09,LOW,2717
MAHARASHTRA,GADCHIROLI,2026-08-20,11.91,LOW,1072942.0,127787,431,12,4.851969500105175,9.09,LOW,2717
JHARKHAND,HAZARIBAGH,2026-09-11,10.53,LOW,1734495.0,182642,179,3,6.934769682661063,9.09,LOW,2717
UTTAR PRADESH,AMETHI,2026-08-27,9.19,LOW,2559297.0,235199,262,4,8.930316655491067,9.09,LOW,2717
UTTAR PRADESH,BULANDSAHAR,2026-09-06,9.19,LOW,2559297.0,235199,262,4,8.930316655491067,9.09,LOW,2717
UTTARAKHAND,TEHRI GARWAL,2026-09-11,13.78,LOW,391605.0,53963,266,2,2.048931660764988,9.09,LOW,2717
UTTAR PRADESH,HAPUR,2026-08-27,9.18,LOW,2559297.0,234943,262,4,8.920596541613858,9.08,LOW,2718
KERALA,KANNUR,2026-09-05,9.24,LOW,2523003.0,233125,371,615,8.85156854540774,9.08,LOW,2718
KERALA,KANNUR,2026-09-07,9.24,LOW,2523003.0,233125,371,615,8.85156854540774,9.08,LOW,2718
KERALA,KANNUR,2026-09-08,9.24,LOW,2523003.0,233125,371,615,8.85156854540774,9.08,LOW,2718
MADHYA PRADESH,BETUL,2026-09-04,10.81,LOW,1575362.0,170297,349,2,6.466039972449552,9.07,LOW,2719
UTTARAKHAND,CHAMPAWAT,2026-08-30,14.18,LOW,259648.0,36818,69,2,1.3979498153558054,9.07,LOW,2719
TAMIL NADU,DHARAMPURI,2026-08-24,9.63,LOW,2251744.0,216843,262,32,8.233354115139305,9.07,LOW,2719
CHHATTISGARH,KANKER,2026-08-23,11.13,LOW,1413199.0,157289,262,2,5.972136686063863,9.07,LOW,2719
ODISHA,MALKANGIRI,2026-08-29,10.67,LOW,1648902.0,175938,262,4,6.680224200501648,9.07,LOW,2719
UTTAR PRADESH,GAUTAMBUDHNAGAR,2026-08-26,9.17,LOW,2559297.0,234688,262,4,8.910914396931481,9.07,LOW,2719
CHHATTISGARH,SURAJPUR,2026-08-26,11.13,LOW,1413199.0,157289,262,2,5.972136686063863,9.07,LOW,2719
JAMMU AND KASHMIR,ANANTNAG,2026-08-21,11.88,LOW,1078692.0,128149,262,4,4.865714348634666,9.07,LOW,2719
BIHAR,ARARIYA,2026-09-06,9.04,LOW,2645209.5,239127,232,2,9.079459652794494,9.06,LOW,2720
UTTAR PRADESH,AMROHA,2026-08-23,9.15,LOW,2559297.0,234176,262,4,8.891474169177064,9.05,LOW,2721
UTTAR PRADESH,CHANDAULI,2026-09-08,10.09,LOW,1952756.0,197033,262,6,7.481184365500582,9.05,LOW,2721
HIMACHAL PRADESH,SIRMAUR,2026-09-01,13.28,LOW,529855.0,70365,262,1,2.6717023944133644,9.04,LOW,2722
BIHAR,NALANDA,2026-08-28,8.72,LOW,2877653.0,250931,448,6,9.527648028601435,9.04,LOW,2722
MADHYA PRADESH,DAMOH,2026-08-21,11.41,LOW,1264219.0,144247,182,2,5.476942447053856,9.04,LOW,2722
MIZORAM,CHAMPHAI,2026-08-31,14.58,LOW,125745.0,18334,262,2,0.6961272180654392,9.03,LOW,2723
MAHARASHTRA,CHANDRAPUR,2026-08-19,9.66,LOW,2204307.0,212936,319,37,8.085008470927367,9.03,LOW,2723
ANDHRA PRADESH,VIZIANAGARAM,2026-08-30,9.45,LOW,2344474.0,221553,690,26,8.412189022802021,9.03,LOW,2723
UTTAR PRADESH,MORADABAD,2026-08-26,6.82,LOW,4772006.0,325451,262,4,12.357112427545283,9.03,LOW,2723
PUNJAB,PATIALA,2026-08-26,10.17,LOW,1895686.0,192791,167,12,7.32011904101964,9.03,LOW,2723
UTTARAKHAND,HARIDWAR,2026-09-08,13.68,LOW,391605.0,53572,16,2,2.0340857055853445,9.02,LOW,2724
MADHYA PRADESH,DATIA,2026-08-23,12.53,LOW,786754.0,98580,108,1,3.743003226622177,9.02,LOW,2724
MANIPUR,TAMENGLONG,2026-08-19,14.52,LOW,140651.0,20423,262,6,0.7754448660712591,9.02,LOW,2724
KARNATAKA,DAKSHIN KANNADA,2026-08-22,10.55,LOW,1681378.0,177385,300,21,6.73516562542478,9.02,LOW,2724
TELANGANA,WANAPARTHY,2026-09-04,10.59,LOW,1648902.0,174619,680,4,6.630142832517122,9.01,LOW,2725
ODISHA,KANDHAMAL,2026-08-29,10.59,LOW,1648902.0,174619,262,4,6.630142832517122,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-09-01,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
MEGHALAYA,WEST GARO HILLS,2026-09-04,12.92,LOW,643291.0,83113,262,1,3.155733690142513,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-09-10,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-09-11,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
ODISHA,KANDHAMAL,2026-09-03,10.6,LOW,1648902.0,174784,262,4,6.636407749664543,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-09-09,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-08-30,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-08-29,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-08-28,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-09-02,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
RAJASTHAN,ALWAR,2026-08-31,7.78,LOW,3674179.0,285851,613,12,10.853532312164496,9.01,LOW,2725
ANDHRA PRADESH,DR B R AMBEDKAR KONASEEMA,2026-09-06,7.41,LOW,4053463.0,300362,640,40,11.404503298383956,9.01,LOW,2725
MADHYA PRADESH,AGAR-MALWA,2026-08-25,11.13,LOW,1382506.0,153873,220,2,5.842433916514853,9.01,LOW,2725
ANDHRA PRADESH,ANAKAPALLI,2026-09-10,7.41,LOW,4053463.0,300362,640,40,11.404503298383956,9.01,LOW,2725
PUNJAB,JALANDHAR,2026-09-11,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
BIHAR,SHEOHAR,2026-09-10,12.87,LOW,656246.0,84459,232,2,3.206840226387527,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-27,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-03,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-31,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-26,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-01,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-25,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-23,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
MADHYA PRADESH,DAMOH,2026-09-02,11.36,LOW,1264219.0,143615,182,2,5.452945915919496,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-10,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-06,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-08,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-07,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-04,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-09,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-28,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-30,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
UTTAR PRADESH,RAMPUR,2026-08-29,9.43,LOW,2335819.0,220268,262,4,8.36339860744181,9.0,LOW,2726
HIMACHAL PRADESH,BILAASPUR,2026-09-04,13.22,LOW,529855.0,70047,262,15,2.659628190456519,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-08-29,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
PUNJAB,JALANDHAR,2026-09-02,9.65,LOW,2193590.0,211681,123,16,8.037357131412143,9.0,LOW,2726
TELANGANA,VIKARABAD,2026-08-30,10.57,LOW,1648902.0,174289,680,4,6.617612998222282,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-21,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-25,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-28,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-09-03,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-27,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-23,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-09-11,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-09-10,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-19,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-31,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-09-06,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-26,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-30,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-09-08,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-08-22,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
ASSAM,WEST KARBI ANGLONG,2026-09-05,11.94,LOW,1008183.0,120377,141,4,4.57061776639377,8.99,LOW,2727
HIMACHAL PRADESH,SHIMLA,2026-09-04,12.43,LOW,814010.0,101181,262,23,3.841761102382415,8.99,LOW,2727
ANDHRA PRADESH,NTR DISTRICT,2026-09-04,7.39,LOW,4053463.0,299551,640,40,11.373710281374514,8.98,LOW,2728
MAHARASHTRA,BULDHANA,2026-08-24,9.61,LOW,2204307.0,211834,389,12,8.043166418221569,8.98,LOW,2728
KERALA,IDUKKI,2026-08-31,11.69,LOW,1108974.0,129639,185,149,4.92228844893561,8.98,LOW,2728
UTTARAKHAND,PITHORAGARH,2026-09-06,13.34,LOW,483439.0,64491,108,10,2.448671343965214,8.98,LOW,2728
TAMIL NADU,VILLUPURAM,2026-09-10,9.52,LOW,2251744.0,214366,262,32,8.139304419538341,8.97,LOW,2729
MAHARASHTRA,RAIGAD,2026-08-29,9.6,LOW,2204307.0,211613,348,12,8.034775226163509,8.97,LOW,2729
MADHYA PRADESH,TIKAMGARH,2026-08-25,10.95,LOW,1445166.0,158246,222,2,6.008473205518898,8.97,LOW,2729
ODISHA,CUTTACK,2026-09-07,10.55,LOW,1648902.0,173959,262,20,6.605083163927443,8.97,LOW,2729
WEST BENGAL,ALIPURDUAR,2026-09-08,7.54,LOW,3872846.0,292013,522,9,11.087498490724505,8.96,LOW,2730
WEST BENGAL,PASHCHIM MEDINIPUR,2026-08-25,7.54,LOW,3872846.0,292013,522,7,11.087498490724505,8.96,LOW,2730
ODISHA,KANDHAMAL,2026-08-28,10.54,LOW,1648902.0,173794,262,4,6.598818246780022,8.96,LOW,2730
KARNATAKA,BIJAAPUR,2026-08-28,10.47,LOW,1681378.0,176040,300,21,6.6840970583746,8.96,LOW,2730
MAHARASHTRA,BULDHANA,2026-09-01,9.58,LOW,2204307.0,211173,389,12,8.018068780437055,8.96,LOW,2730
MAHARASHTRA,NANDED,2026-09-05,8.07,LOW,3361292.0,271256,430,3,10.299371913579074,8.96,LOW,2730
HARYANA,GURGAON,2026-09-04,10.8,LOW,1514432.0,163559,70,29,6.210203537665821,8.96,LOW,2730
ANDHRA PRADESH,PALNADU,2026-08-27,7.36,LOW,4053463.0,298335,640,40,11.327539740457771,8.95,LOW,2731
ARUNACHAL PRADESH,WEST KAMENG,2026-08-31,14.6,LOW,83947.0,12256,262,4,0.4653504518713877,8.95,LOW,2731
MAHARASHTRA,SINDHUDURG,2026-08-26,12.27,LOW,849651.0,104252,341,2,3.958364499714092,8.95,LOW,2731
MADHYA PRADESH,ASHOKNAGAR,2026-08-26,12.29,LOW,845071.0,103859,134,5,3.943442606144783,8.95,LOW,2731
JHARKHAND,DUMKA,2026-09-11,11.17,LOW,1321442.0,147605,302,4,5.60444300330256,8.94,LOW,2732
UTTAR PRADESH,SULTANPUR,2026-08-30,7.6,LOW,3797117.0,288581,262,5,10.95718821405817,8.94,LOW,2732
HARYANA,KAITHAL,2026-09-05,11.72,LOW,1074304.0,125908,83,4,4.780625383014253,8.94,LOW,2732
ODISHA,PURI,2026-09-06,10.51,LOW,1648902.0,173300,262,27,6.580061464532595,8.94,LOW,2732
PUNJAB,PATIALA,2026-09-04,10.07,LOW,1895686.0,190896,167,12,7.248167416811392,8.94,LOW,2732
RAJASTHAN,BUNDI,2026-09-06,11.63,LOW,1110906.0,129198,223,7,4.905544034014323,8.94,LOW,2732
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN-GANDAI,2026-08-21,10.96,LOW,1413199.0,154887,262,2,5.880934680075361,8.93,LOW,2733
ARUNACHAL PRADESH,LOWER SUBANSIRI,2026-09-11,14.58,LOW,83030.0,12106,262,4,0.4596550726464605,8.93,LOW,2733
BIHAR,BHOJPUR,2026-08-26,8.8,LOW,2728407.0,240100,295,1,9.116403679366856,8.93,LOW,2733
PUNJAB,RUPNAGAR,2026-09-11,12.68,LOW,684627.0,86811,78,1,3.2961437726343865,8.93,LOW,2733
